[I 2024-01-24 02:38:58,828] Trial 93 finished with value: 0.31716760993003845 and parameters: {'embedding_dim': 386, 'lstm_units': 127, 'dropout_rate': 0.25, 'l2_reg': 1.563394130890997e-06, 'batch_size': 128, 'patience_for_early_stopping': 11}. Best is trial 75 with value: 0.2947138845920563.
[I 2024-01-24 02:39:44,650] Trial 94 finished with value: 0.3306316137313843 and parameters: {'embedding_dim': 360, 'lstm_units': 116, 'dropout_rate': 0.25, 'l2_reg': 0.0002562880301178683, 'batch_size': 128, 'patience_for_early_stopping': 11}. Best is trial 75 with value: 0.2947138845920563.
[I 2024-01-24 02:40:11,863] Trial 95 finished with value: 0.3716713488101959 and parameters: {'embedding_dim': 326, 'lstm_units': 104, 'dropout_rate': 0.25, 'l2_reg': 0.006095603000013527, 'batch_size': 128, 'patience_for_early_stopping': 11}. Best is trial 75 with value: 0.2947138845920563.
[I 2024-01-24 02:42:35,641] Trial 96 finished with value: 0.319490522146225 and parameters: {'embedding_dim': 261, 'lstm_units': 143, 'dropout_rate': 0.25, 'l2_reg': 6.438108047707089e-06, 'batch_size': 16, 'patience_for_early_stopping': 10}. Best is trial 75 with value: 0.2947138845920563.
[I 2024-01-24 02:43:11,797] Trial 97 finished with value: 0.31370478868484497 and parameters: {'embedding_dim': 373, 'lstm_units': 133, 'dropout_rate': 0.25, 'l2_reg': 3.5292196871371947e-06, 'batch_size': 128, 'patience_for_early_stopping': 11}. Best is trial 75 with value: 0.2947138845920563.
[I 2024-01-24 02:46:05,829] Trial 98 finished with value: 0.31817111372947693 and parameters: {'embedding_dim': 76, 'lstm_units': 73, 'dropout_rate': 0.25, 'l2_reg': 4.86384911564269e-06, 'batch_size': 16, 'patience_for_early_stopping': 9}. Best is trial 75 with value: 0.2947138845920563.
[I 2024-01-24 02:48:06,512] Trial 99 finished with value: 0.31024542450904846 and parameters: {'embedding_dim': 398, 'lstm_units': 111, 'dropout_rate': 0.25, 'l2_reg': 1.0202023403536102e-06, 'batch_size': 16, 'patience_for_early_stopping': 10}. Best is trial 75 with value: 0.2947138845920563.

Number of finished trials: 100
Best trial: {'embedding_dim': 353, 'lstm_units': 128, 'dropout_rate': 0.5, 'l2_reg': 1.0504215189259233e-06, 'batch_size': 16, 'patience_for_early_stopping': 11}
